MonitoringLocationIdentifier,State,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure
NALMS-F782453,Montana,"Dollar Lake, Flathead County, MT, USA",Lake,48.446,-114.415
NALMS-F782971,Montana,"Echo Lake, Flathead County, MT, USA",Lake,48.127,-114.042
NALMS-F783444,Montana,"Fish Lake, Flathead County, MT, USA, 48.600497, -113.8600822",Lake,48.601,-113.86
NALMS-F783478,Montana,"Lake Five, Flathead County, MT, USA",Lake,48.465,-114.02
NALMS-F784468,Montana,"Halfmoon Lake, Flathead County, MT, USA, 48.4643572, -113.788306",Lake,48.464,-113.788
NALMS-F784469,Montana,"Halfmoon Lake, Flathead County, MT, USA, 48.4724437, -114.004655",Lake,48.472,-114.005
NALMS-F784533,Montana,"Hanson-Doyle Lake, Flathead County, MT, USA",Lake,48.359,-114.467
NALMS-F786171,Montana,"Lindbergh Lake, Missoula County, MT, USA",Lake,47.393,-113.73
NALMS-F786680,Montana,"Lower Stillwater Lake, Flathead County, MT, USA",Lake,48.525,-114.564
NALMS-F786905,Montana,"Lake Mary Ronan, Lake County, MT, USA",Lake,47.926,-114.401
NALMS-F787052,Montana,"McGilvray Lake, Flathead County, MT, USA",Lake,48.143,-114.08
NALMS-F787864,Montana,"Murphy Lake, Lincoln County, MT, USA",Lake,48.735,-114.858
NALMS-F787878,Montana,"Murray Lake, Flathead County, MT, USA",Lake,48.441,-114.453
NALMS-F788794,Montana,"Peterson Lake, Flathead County, MT, USA",Lake,48.121,-114.059
NALMS-F790855,Montana,"Sophie Lake, Lincoln County, MT, USA",Lake,48.964,-115.116
NALMS-F791146,Montana,"Spencer Lake, Flathead County, MT, USA",Lake,48.397,-114.419
NALMS-F791785,Montana,"Swan Lake, Lake County, MT, USA",Lake,47.969,-113.912
NALMS-F791868,Montana,"Tally Lake, Flathead County, MT, USA",Lake,48.403,-114.558
NALMS-F792010,Montana,"Tetrault Lake, Lincoln County, MT, USA",Lake,48.945,-115.116
NALMS-F792654,Montana,"Upper Stillwater Lake, Flathead County, MT, USA",Lake,48.588,-114.637
NALMS-F792660,Montana,"Upper Whitefish Lake, Flathead County, MT, USA",Lake,48.687,-114.579
NALMS-F793220,Montana,"Whitefish Lake, Flathead County, MT, USA",Lake,48.451,-114.382
NALMS-F795663,Montana,"Little Bitterroot Lake, Flathead County, MT, USA",Lake,48.114,-114.716
NALMS-F798985,Montana,"Foy Lake, Flathead County, MT, USA",Lake,48.165,-114.359
NARS_WQX-NRS_MT-10274,Montana,West Fork Elk Creek,Stream,48.00504643,-116.0016728
NARS_WQX-NRS_MT-10276,Montana,Clark Fork,Stream,47.06636464,-114.7698541
NARS_WQX-NRS_MT-10278,Montana,Swan River,Stream,48.07746474,-114.0187178
NARS_WQX-NRS_MT-10284,Montana,Shields River,Stream,46.1667665,-110.5490897
NARS_WQX-NRS_MT-10285,Montana,Missouri River,Stream,47.41434672,-111.4986289
NARS_WQX-NRS_MT-10286,Montana,Tongue River,Stream,46.35963125,-105.8140483
NARS_WQX-NRS_MT-10287,Montana,Beaver Creek,Stream,48.34597873,-107.5838055
NARS_WQX-NRS_MT-10293,Montana,South Fork Musselshell River,Stream,46.45775056,-110.3713055
NARS_WQX-NRS_MT-10295,Montana,Yellowstone River,Stream,46.86783617,-104.9952027
NARS_WQX-NRS_MT-10296,Montana,Swan River,Stream,47.90948455,-113.8706947
NARS_WQX-NRS_MT-10297,Montana,Missouri River,Stream,47.4516107,-111.301288
NARS_WQX-NRS_MT-10299,Montana,Box Elder Creek,Stream,47.01519088,-108.1650041
NARS_WQX-NRS_MT-10302,Montana,Rosebud Creek,Stream,46.11058949,-106.4503916
NARS_WQX-NRS_MT-10304,Montana,Stillwater River,Stream,45.5973204,-109.3115993
NARS_WQX-NRS_MT-10305,Montana,Noble Fork,Stream,45.53162128,-112.1075117
NARS_WQX-NRS_MT-10309,Montana,Mule Creek,Stream,46.58558867,-111.2657085
NARS_WQX-NRS_MT-10310,Montana,None,Stream,48.94323676,-106.8565294
NARS_WQX-NRS_MT-10312,Montana,Sun River,Stream,47.61666187,-112.6810545
NARS_WQX-NRS_MT-10313,Montana,None,Stream,48.14321127,-112.1246194
NARS_WQX-NRS_MT-10314,Montana,Little Bighorn River,Stream,45.034206,-107.5853158
NARS_WQX-NRS_MT-10319,Montana,None,Stream,45.34771267,-109.1693866
NARS_WQX-NRS_MT-10323,Montana,Ranch Creek,Stream,45.05170925,-105.2142902
NARS_WQX-NRS_MT-10324,Montana,None,Stream,44.69395966,-111.0906601
NARS_WQX-NRS_MT-10325,Montana,Clear Creek,Stream,48.54947096,-109.3916757
NARS_WQX-NRS_MT-10329,Montana,Flathead Creek,Stream,45.99350326,-110.7352828
NARS_WQX-NRS_MT-10330,Montana,East Rosebud Creek,Stream,45.30787313,-109.5258197
NARS_WQX-NRS_MT-10353,Montana,Newlan Creek,Stream,46.59422468,-111.0444186
NARS_WQX-NRS_MT-10354,Montana,East Fork Blacktail Deer Creek,Stream,44.8992784,-112.2600543
NARS_WQX-NRS_MT-10358,Montana,Beaver Creek,Stream,46.70854214,-104.2339646
NARS_WQX-NRS_MT-10362,Montana,South Creek,Stream,48.92260313,-106.7993967
NARS_WQX-NRS_MT-10364,Montana,Jim Creek,Stream,47.57668586,-113.8351452
NARS_WQX-NRS_MT-10365,Montana,Cottonwood Creek,Stream,45.93953769,-110.5224726
NARS_WQX-NRS_MT-10367,Montana,None,Stream,48.04250723,-104.7702413
NARS_WQX-NRS_MT-10379,Montana,Milk River,Stream,48.36583596,-108.1536959
NARS_WQX-NRS_MT-10380,Montana,Bighorn River,Stream,45.73636384,-107.5750151
NARS_WQX-NRS_MT-10381,Montana,Missouri River,Stream,45.99139005,-111.4634049
NARS_WQX-NRS_MT-10382,Montana,Clark Fork,Stream,47.53979919,-115.0797274
NARS_WQX-NRS_MT-10384,Montana,Yellowstone River,Stream,46.88543585,-104.9552163
NARS_WQX-NRS_MT-10385,Montana,Yellowstone River,Stream,45.12654817,-110.8041464
NARS_WQX-NRS_MT-10386,Montana,Flathead River,Stream,47.34633963,-114.7239445
NARS_WQX-NRS_MT-10392,Montana,Blackfoot River,Stream,46.89505583,-113.8147573
NARS_WQX-NRS_MT-10393,Montana,Powder River,Stream,46.06435155,-105.0682452
NARS_WQX-NRS_MT-10398,Montana,Smith River,Stream,46.60898417,-111.0761684
NARS_WQX-NRS_MT-10399,Montana,Big Hole River,Stream,45.60842989,-113.4619921
NARS_WQX-NRS_MT-10401,Montana,Tongue River,Stream,46.34323659,-105.8018705
NARS_WQX-NRS_MT-10405,Montana,Shannon Creek,Stream,46.84537804,-111.1382684
NARS_WQX-NRS_MT-10407,Montana,Sixmile Creek,Stream,45.99369237,-113.0349307
NARS_WQX-NRS_MT-10434,Montana,None,Stream,46.40586386,-112.3703983
NARS_WQX-NRS_MT-10437,Montana,Otter Creek,Stream,46.07532111,-110.0509399
NARS_WQX-NRS_MT-10442,Montana,Sprague Creek,Stream,48.60300427,-113.8529123
NARS_WQX-NRS_MT-10447,Montana,South Fork Meadow Creek,Stream,48.78630519,-115.9950231
NARS_WQX-NRS_MT-10503,Montana,West Fork Gallatin River,Stream,45.2646452,-111.3106917
NARS_WQX-NRS_MT-10504,Montana,Silver Tip Creek,Stream,45.00824922,-108.9111304
NARS_WQX-NRS_MT-10505,Montana,Powder River,Stream,46.12960287,-105.1490378
NARS_WQX-NRS_MT-10506,Montana,Boulder River,Stream,45.80647911,-109.9562699
NARS_WQX-NRS_MT-10508,Montana,Shields River,Stream,45.79139287,-110.5031308
NARS_WQX-NRS_MT-10509,Montana,West Fork Bitterroot River,Stream,45.91029157,-114.1590114
NARS_WQX-NRS_MT-10511,Montana,Milk River,Stream,48.80089729,-110.1348123
NARS_WQX-NRS_MT-10512,Montana,Missouri River,Stream,47.79955099,-109.0182369
NARS_WQX-NRS_MT-10513,Montana,Milk River,Stream,48.60258661,-107.6191811
NARS_WQX-NRS_MT-10514,Montana,Missouri River,Stream,47.44836547,-111.3010562
NARS_WQX-NRS_MT-10517,Montana,Bangtail Creek,Stream,45.80669412,-110.7093344
NARS_WQX-NRS_MT-10518,Montana,Dragin Creek,Stream,47.64575532,-115.6609505
NARS_WQX-NRS_MT-10520,Montana,Gold Creek,Stream,46.36332162,-113.930266
NARS_WQX-NRS_MT-10522,Montana,Graves Creek,Stream,48.17418419,-113.8790734
NARS_WQX-NRS_MT-10524,Montana,None,Stream,45.07211465,-109.0366393
NARS_WQX-NRS_MT-10544,Montana,Beaver Creek,Stream,47.06779872,-104.1518971
NARS_WQX-NRS_MT-10547,Montana,Shane Creek,Stream,45.54932145,-109.2430792
NARS_WQX-NRS_MT-10548,Montana,Big Muddy Creek,Stream,48.87949882,-104.922924
NARS_WQX-NRS_MT-10558,Montana,Belt Creek,Stream,47.29045718,-110.9028238
NARS_WQX-NRS_MT-10559,Montana,Little Powder River,Stream,45.38505385,-105.3056374
NARS_WQX-NRS_MT-10560,Montana,Clarks Fork Yellowstone River,Stream,45.08548593,-109.0271572
NARS_WQX-NRS_MT-10561,Montana,Musselshell River,Stream,46.79193003,-107.8371055
NARS_WQX-NRS_MT-10563,Montana,Clark Fork,Stream,46.87209897,-114.08173
NARS_WQX-NRS_WY-10343,Wyoming,Greys River,Stream,42.81299095,-110.6890214
NARS_WQX-NRS_WY-10388,Wyoming,Greys River,Stream,42.93434526,-110.7209235
NARS_WQX-NRS_WY-10415,Wyoming,Bighorn River,Stream,43.68901283,-108.1791191
NARS_WQX-NRS_WY-10460,Wyoming,None,Stream,41.21505949,-105.7961256
NARS_WQX-NRS_WY-10497,Wyoming,None,Stream,41.83306864,-104.148164
NARS_WQX-NRS_WY-10498,Wyoming,Bennett Creek,Stream,44.94782023,-109.3645701
NARS_WQX-NRS_WY-10500,Wyoming,Cartridge Creek,Stream,43.75512628,-109.5922634
NARS_WQX-NRS_WY-10504,Wyoming,None,Stream,42.62008091,-109.1883507
NARS_WQX-NRS_WY-10510,Wyoming,Clear Fork Muddy Creek,Stream,42.72943246,-106.1733609
NARS_WQX-NRS_WY-10516,Wyoming,Middlewood Creek,Stream,41.48794841,-107.1787199
NARS_WQX-NRS_WY-10528,Wyoming,Madison River,Stream,44.64907011,-110.9576214
NARS_WQX-NRS_WY-10529,Wyoming,Crazy Creek,Stream,44.97356602,-109.7782293
NARS_WQX-NRS_WY-10545,Wyoming,Powder River,Stream,44.92377416,-106.0024106
NARS_WQX-NRS_WY-10549,Wyoming,Belle Fourche River,Stream,44.05329828,-105.2684427
NARS_WQX-NRS_WY-10559,Wyoming,Salt Creek,Stream,43.68237247,-106.3391975
NARS_WQX-NRS_WY-10560,Wyoming,Belle Fourche River,Stream,44.089623,-105.166272
NARS_WQX-NRS_WY-10569,Wyoming,Laramie River,Stream,42.06610658,-105.1126825
NARS_WQX-NRS_WY-10570,Wyoming,Laramie River,Stream,42.19956467,-104.5859971
NARS_WQX-NRS_WY-10571,Wyoming,Hoback River,Stream,43.31551675,-110.6957377
NARS_WQX-NRS_WY-10618,Wyoming,Shoshone River,Stream,44.5318256,-109.0734246
NARS_WQX-NRS_WY-10631,Wyoming,Cheyenne River,Stream,43.35868535,-104.3094053
NARS_WQX-NRS_WY-10651,Wyoming,Bighorn River,Stream,43.76118666,-108.1578966
NRTHCHEY-LD001,Montana,Lame Deer/Below FLH near Pow Wow GRNDS,Stream,45.57355,-106.616143
NRTHCHEY-LD002,Montana,Lame Deer/SweetMedicine,Stream,45.609072,-106.66331
NRTHCHEY-LD003,Montana,Lame Deer/50yds upstream of lagoon discharge,Stream,45.62726992,-106.6759044
NRTHCHEY-LD004,Montana,Lame Deer/ 10 yds below weir,Stream,45.666697,-106.696267
NRTHCHEY-LD004RP2,Montana,SF Lame Deer Creek Restoration Pt02,Stream,45.51785278,-106.6111444
NRTHCHEY-LD004RP3,Montana,SF Lame Deer Creek Restoration Pt03,Stream,45.52284167,-106.6086194
NRTHCHEY-LD004RP4,Montana,SF Lame Deer Creek Restoration Pt04,Stream,45.53131389,-106.6217194
NRTHCHEY-MC001,Montana,Muddy Creek,Stream,45.543472,-106.750168
NRTHCHEY-MC003,Montana,Muddy Creek,Stream,45.623233,-106.766905
NRTHCHEY-RBC001,Montana,Rosebud Creek North Boundary,Stream,45.67711,-106.700658
NRTHCHEY-STB002,Montana,Stebbins Creek confluence,Stream,45.62883,-106.473138
NRTHCHEY-STB003,Montana,Stebbins Creek downstream,Stream,45.619318,-106.396192
NRTHCHEY-TR002,Montana,Tongue River at Birney Bridge,Stream,45.41188,-106.45733
NRTHCHEY-TR003,Montana,TR w/ Confluence Otter Creek,Stream,45.60077,-106.27367
NRTHCHEY-TR004,Montana,Tongue River North Boundary,Stream,45.672043,-106.286763
NRTHCHEY-USGS001,Montana,Rosebud Creek South Boundary,Stream,45.3525,-106.98998
OST_SHPD-NRS18_MT_10015,Montana,Swan River,Stream,48.07746,-114.01872
OST_SHPD-NRS18_MT_10048,Montana,Missouri River,Stream,45.99139,-111.4634
OST_SHPD-NRS18_MT_10064,Montana,Powder River,Stream,46.1296,-105.14904
OST_SHPD-NRS18_MT_10071,Montana,Missouri River,Stream,47.79955,-109.01824
TECK_AMERICAN-REXFORD,Montana,Lake Koocanusa near REXFORD,Lake,48.9085,-115.185
TECK_AMERICAN-RFBL,Montana,South Black Lake,Lake,48.876499,-115.21067
TECK_AMERICAN-RFDO,Montana,North Point Dodge Creek,Lake,48.93093,-115.189303
TECK_AMERICAN-RFMSO,Montana,Middle Sophie,Lake,48.976639,-115.139546
TECK_AMERICAN-RFMU,Montana,North Point Murray,Lake,48.950222,-115.1542
TECK_AMERICAN-RFNSO,Montana,North Sophie,Lake,48.989971,-115.159167
TECK_AMERICAN-RFTO,Montana,North Point Tobacco,Lake,48.918713,-115.177661
TECK_AMERICAN-RFTON,Montana,North of North Point Tobacco,Lake,48.932197,-115.156301
TECK_AMERICAN-RFYO,Montana,North Point Young Creek,Lake,48.969808,-115.179847
TECK_AMERICAN-TMBA,Montana,North Point Barron,Lake,48.50465,-115.2878
TECK_AMERICAN-TMBB,Montana,Big Bend,Lake,48.56417,-115.20703
TECK_AMERICAN-TMCA,Montana,South Point Canyon,Lake,48.4242,-115.30032
TECK_AMERICAN-TMJA,Montana,North Point Jackson,Lake,48.4678,-115.30907
TECK_AMERICAN-TMNB,Montana,North Point Bristow,Lake,48.54681,-115.2448403
TECK_AMERICAN-TMSB,Montana,South Point Brsitow,Lake,48.53826,-115.26468
TECK_AMERICAN-TMSP,Montana,South Point Ten Mile,Lake,48.5903,-115.21507
TECK_AMERICAN-TMWA,Montana,South Point Warland,Lake,48.499751,-115.266774
TSWQC_WQX-CFRPO-10,Montana,Clark Fork River above Little Blackfoot,Stream,46.5052,-112.7642
TSWQC_WQX-CFRPO-12,Montana,Clark Fork River at Bonita,Stream,46.7177,-113.5886
TSWQC_WQX-CFRPO-15.5,Montana,Clark Fork River above Missoula,Stream,46.8643,-113.9757
TSWQC_WQX-CFRPO-18,Montana,Clark Fork River below Missoula,Stream,46.8745,-114.062
TSWQC_WQX-CFRPO-22,Montana,Clark Fork River at Huson,Stream,47.0333,-114.3429
TSWQC_WQX-CFRPO-22B,Montana,Clark Fork River at Huson,Stream,47.0106,-114.28742
TSWQC_WQX-CFRPO-25,Montana,Clark Fork River above Flathead,Stream,47.3559,-114.7826
TSWQC_WQX-CFRPO-2.5,Montana,Silver Bow Creek at Opportunity,Stream,46.1078,-112.8048
TSWQC_WQX-CFRPO-26,Montana,Flathead River,Stream,47.3443,-114.704
TSWQC_WQX-CFRPO-28,Montana,Clark Fork River below Thompson Falls,Stream,47.6172,-115.3894
TSWQC_WQX-CFRPO-29,Montana,Clark Fork River at Noxon,Stream,47.9964,-115.7632
TSWQC_WQX-CFRPO-7,Montana,Clark Fork River below Warm Springs,Stream,46.188,-112.7674
TSWQC_WQX-CFRPO-9,Montana,Clark Fork River at Deer Lodge,Stream,46.382,-112.736
MTVOLWQM_WQX-HAB-BEAVER,Montana,"Beaver Creek Reservoir, Lower Lake",Lake,48.406,-109.721
NALMS-F790625,Montana,"Skyles Lake, Flathead County, MT, USA",Lake,48.406,-114.403
USACENWS_WQX-LIBFB,Montana,Forebay,Lake,48.411106,-115.312348
USACENWS_WQX-LIBTMC,Montana,Ten Mile Creek,Lake,48.587128,-115.232889
USACENWS_WQX-LIBBOR,Montana,Border,Lake,48.995982,-115.182805
USACENWS_WQX-LIBTW,Montana,Tailwater,Stream,48.406555,-115.317283
UTAHDWQ_WQX-4938610,Wyoming,FLAMING GORGE RES AT ANVIL DRAW,Lake,41.07996,-109.52847
UTAHDWQ_WQX-4938620,Wyoming,FLAMING GORGE RES NR MIDDLE MARSH CK,Lake,41.15218,-109.53959
UTAHDWQ_WQX-4938650,Wyoming,FLAMING GORGE RES ABV BUCKBOARD,Lake,41.26663,-109.56736
UTAHDWQ_WQX-4938660,Wyoming,FLAMING GORGE RES GREEN R FK 0.5 MI AB CNFL/ BLACK R FK,Lake,41.30663,-109.53319
UTAHDWQ_WQX-4938675,Wyoming,BLACKS FORK R ABV FLAMING GORGE RES,Stream,41.38058,-109.61749
UTAHDWQ_WQX-4938680,Wyoming,FLAMING GORGE RES BLACK R FK 0.5 MI AB CNFL/ GREEN R FK,Lake,41.29607,-109.55181
UTAHDWQ_WQX-4938685,Wyoming,FLAMING GORGE RES AT N CHIMNEY ROCK,Lake,41.36385,-109.42847
UTAHDWQ_WQX-4938695,Wyoming,GREEN R ABV FLAMING GORGE RES,Stream,41.45349,-109.38883
WYDEQ_WATERSHED-MRC22,Wyoming,MRC22 - NORTH TONGUE RIVER - HIDEOUT,Stream,44.7555028,-107.6330944
WYDEQ_WATERSHED-MRC24,Wyoming,MRC24 - TONGUE RIVER,Stream,44.846625,-107.3306833
WYDEQ_WATERSHED-MRW0206,Wyoming,"Sweetwater River Wildcat Butte  Within Campground,",Stream,42.518734,-106.89985
WYDEQ_WATERSHED-MRW0226,Wyoming,Blair Ck  Confluence,Stream,42.555426,-106.89985
WYDEQ_WATERSHED-MRW0232,Wyoming,Sweetwater River Guard Station,Stream,42.565217,-106.89985
WYDEQ_WATERSHED-MRW0233,Wyoming,Stump Creek - Tygee Ridge,Stream,42.78803,-106.89985
WYDEQ_WATERSHED-MRW0234,Wyoming,Poker Hollow Creek - 8700,Stream,42.557612,-106.89985
WYDEQ_WATERSHED-MRW0235,Wyoming,Poker Hollow Creek - 8050,Stream,42.533284,-106.89985
WYDEQ_WATERSHED-MRW0236,Wyoming,Bear Creek - 7447,Stream,42.826594,-106.89985
WYDEQ_WATERSHED-MRW0237,Wyoming,Poker Creek - Mount Isabel,Stream,42.45753,-106.89985
WYDEQ_WATERSHED-MRW0238,Wyoming,North Fork Cottonwood Creek - Campground,Stream,42.64138,-106.89985
WYDEQ_WATERSHED-MRW0239,Wyoming,Murphy Creek - Murphy Lake,Stream,43.05431,-106.89985
WYDEQ_WATERSHED-MRW0240,Wyoming,Corral Creek - 7858,Stream,42.67943,-106.89985
WYDEQ_WATERSHED-MRW0241,Wyoming,Smiths Fork - Porcupine Ridge,Stream,42.47656,-106.89985
WYDEQ_WATERSHED-MRW0242,Wyoming,Smiths Fork - Above Porcupine,Stream,42.40967,-106.89985
WYDEQ_WATERSHED-MRW0243,Wyoming,Smiths Fork - Preacher,Stream,42.31255,-106.89985
WYDEQ_WATERSHED-MRW0244,Wyoming,Smiths Fork - Above Twiss,Stream,42.27751,-106.89985
WYDEQ_WATERSHED-MRW0245,Wyoming,Sheep Creek - McDougal Gap,Stream,42.83878,-106.89985
WYDEQ_WATERSHED-MRW0246,Wyoming,Greys River - Below Moose Flat,Stream,42.98154,-106.89985
WYDEQ_WATERSHED-MRW0247,Wyoming,Little Greys River - Bull Hollow,Stream,43.1216,-106.89985
WYDEQ_WATERSHED-MRW0248,Wyoming,Salt River - Above Miller Creek,Stream,42.93238,-106.89985
WYDEQ_WATERSHED-MRW0249,Wyoming,Hobble Creek - Above Spring Lake Creek,Stream,42.41263,-106.89985
WYDEQ_WATERSHED-MRW0250,Wyoming,Hobble Creek - Below Hobble Creek Campground,Stream,42.37011,-106.89985
WYDEQ_WATERSHED-MRW0251,Wyoming,Crow Creek - Above Spring Creek,Stream,42.66262,-106.89985
WYDEQ_WATERSHED-MRW0252,Wyoming,COANTAG CREEK - LAKE MOUNTAIN,Stream,42.37024,-106.89985
WYDEQ_WATERSHED-MRW0253,Wyoming,COANTAG CREEK - BELOW MISTUM,Stream,42.36196,-106.89985
WYDEQ_WATERSHED-MRW0254,Wyoming,GIRAFFE CREEK - CHAPO,Stream,42.46854,-106.89985
WYDEQ_WATERSHED-MRW0255,Wyoming,HUFF CREEK - BELOW HUFF LAKE,Stream,42.35514,-106.89985
WYDEQ_WATERSHED-MRW0256,Wyoming,LITTLE MUDDY CREEK - ABOVE STONER CREEK,Stream,42.37258,-106.89985
WYDEQ_WATERSHED-MRW0257,Wyoming,MILL CREEK - BY SOUTH FORK,Stream,42.2062,-106.89985
WYDEQ_WATERSHED-MRW0258,Wyoming,MILL CREEK - ABOVE FIRST CREEK,Stream,42.19648,-106.89985
WYDEQ_WATERSHED-MRW0259,Wyoming,PORCUPINE CREEK - WETLAND,Stream,42.42345,-106.89985
WYDEQ_WATERSHED-MRW0260,Wyoming,PORCUPINE CREEK - PORCUPINE RIDGE,Stream,42.39363,-106.89985
WYDEQ_WATERSHED-MRW0261,Wyoming,ROBINSON CREEK - ABOVE GIRAFFE CREEK,Stream,42.47025,-106.89985
WYDEQ_WATERSHED-MRW0262,Wyoming,SALT CREEK - CANYON INN,Stream,42.4009,-106.89985
WYDEQ_WATERSHED-MRW0263,Wyoming,SOUTH FORK RAYMOND CREEK - BIG BEND,Stream,42.26869,-106.89985
WYDEQ_WATERSHED-MRW0264,Wyoming,TRESPASS CREEK - PINE KNOLL,Stream,42.44647,-106.89985
WYDEQ_WATERSHED-MRW0265,Wyoming,Blackrock Creek-Blackrock Meadows,Stream,43.80497,-106.89985
WYDEQ_WATERSHED-MRW0266,Wyoming,Buffalo Fork River-Buffalo Valley Ranch,Stream,43.84505,-106.89985
WYDEQ_WATERSHED-MRW0267,Wyoming,Bullmoose Creek-Leeds Confluence  S,Stream,43.509411,-106.89985
WYDEQ_WATERSHED-MRW0268,Wyoming,Cliff Creek-Below Bondurant Creek  Southeast of Hoback Junction.,Stream,43.131832,-106.89985
WYDEQ_WATERSHED-MRW0269,Wyoming,Cottonwood Creek-Pinch Point,Stream,43.556894,-106.89985
WYDEQ_WATERSHED-MRW0270,Wyoming,Cottonwood Creek-Near Confluence,Stream,43.554814,-106.89985
WYDEQ_WATERSHED-MRW0271,Wyoming,Dell Creek-Above Mill Creek  North of Bondurant,Stream,43.252814,-106.89985
WYDEQ_WATERSHED-MRW0272,Wyoming,Fall Creek-Above Coburn Creek,Stream,43.336123,-106.89985
WYDEQ_WATERSHED-MRW0273,Wyoming,Gros Ventre River-Lower Slide Lake,Stream,43.629036,-106.89985
WYDEQ_WATERSHED-MRW0274,Wyoming,Hoback River-Beaver Mountain,Stream,43.280362,-106.89985
WYDEQ_WATERSHED-MRW0275,Wyoming,Jack Creek-Road Crossing,Stream,43.215159,-106.89985
WYDEQ_WATERSHED-MRW0276,Wyoming,Mosquito Creek-Below Mill Creek,Stream,43.438084,-106.89985
WYDEQ_WATERSHED-MRW0277,Wyoming,North Leigh Creek-Idaho Border,Stream,43.842424,-106.89985
WYDEQ_WATERSHED-MRW0278,Wyoming,"Pilgrim Creek-Pilgrim Mountain  North of Moran Junction, 0.95 mile hike on trail east of Jackson Lake.",Stream,43.936249,-106.89985
WYDEQ_WATERSHED-MRW0279,Wyoming,South Fork Fish Creek-Above NF Confluence,Stream,43.5744422,-106.89985
WYDEQ_WATERSHED-MRW0280,Wyoming,South Fork Spread Creek-Below Kettle Creek,Stream,43.688725,-106.89985
WYDEQ_WATERSHED-SR0110,Wyoming,LAKE CREEK - BELOW LAKE CREEK ROAD,Stream,41.12678,-106.89985
WYDEQ_WATERSHED-SR0111,Wyoming,SAVAGE RUN CREEK - A BAR A,Stream,41.1575,-106.89985
WYDEQ_WATERSHED-SRI11,Wyoming,SRI11 - DOUGLAS CREEK - WILDERNESS,Stream,41.1313157,-106.4256477
WYDEQ_WATERSHED-SRI14,Wyoming,SRI14 - DOUGLAS CREEK - PELTON,Stream,41.0755951,-106.3029144
WYDEQ_WATERSHED-WB0302,Wyoming,WB0302 - Shoshone River - below Sulphur Creek,Stream,44.529062,-109.083387
WYDEQ_WATERSHED-WB0307,Wyoming,WB0307 - Shoshone River - Corbett Bridge,Stream,44.5925053,-108.9478809
WYDEQ_WATERSHED-WB0311,Wyoming,WB0311 - Shoshone River - below Willwood Dam,Stream,44.6764249,-108.9129976
WYDEQ_WATERSHED-WB0346,Wyoming,WB0346 - Shoshone River - Below Eaglenest Creek,Stream,44.691164,-108.89687
WYDEQ_WATERSHED-WB0405,Wyoming,Shoshone River - Below Sage Creek,Stream,44.859189,-106.89985
WYDEQ_WATERSHED-WB0477,Wyoming,"Sweetwater River Lewiston  Remote,",Stream,42.438621,-106.89985
WYDEQ_WATERSHED-WB0478,Wyoming,Sweetwater River Barras,Stream,42.490752,-106.89985
WYDEQ_WATERSHED-WB0487,Wyoming,Shoshone River - Below 295,Stream,44.706857,-106.89985
WYDEQ_WATERSHED-WB0488,Wyoming,Shoshone River - Below Penrose,Stream,44.740859,-106.89985
WYDEQ_WATERSHED-WB0489,Wyoming,Shoshone River - Old Hwy 14A,Stream,44.837858,-106.89985
WYDEQ_WATERSHED-WB0493,Wyoming,Green River- Union Pass Bridge,Stream,43.261415,-106.89985
WYDEQ_WATERSHED-WB0495,Wyoming,Green River- Warren Bridge,Stream,43.018928,-106.89985
WYDEQ_WATERSHED-WB0498,Wyoming,Shoshone River - Below Buck Creek,Stream,44.659326,-106.89985
WYDEQ_WATERSHED-WB0500,Wyoming,Sweetwater River   Above Palmer,Stream,42.429893,-106.89985
WYDEQ_WATERSHED-WB0501,Wyoming,Sweetwater River  Phelps Dodge Bridge,Stream,42.392911,-106.89985
WYDEQ_WATERSHED-WB0502,Wyoming,Sweetwater River  Below Silver,Stream,42.485266,-106.89985
WYDEQ_WATERSHED-WB0503,Wyoming,BADWATER CREEK - UPPER WATERSHED  Also known as Site 13,Stream,43.33956,-106.89985
WYDEQ_WATERSHED-WB0504,Wyoming,BADWATER CREEK - ABOVE LOST CABIN  Also known as Site 12,Stream,43.3053,-106.89985
WYDEQ_WATERSHED-WB0505,Wyoming,BADWATER CREEK - ABOVE ALKALI CREEK  Also known as Site 11,Stream,43.26119,-106.89985
WYDEQ_WATERSHED-WB0506,Wyoming,BADWATER CREEK - BELOW ALKALI CREEK  Also known as Site 9,Stream,43.26195,-106.89985
WYDEQ_WATERSHED-WB0507,Wyoming,BADWATER CREEK - ABOVE BRIDGER CREEK  Also known as Site 8,Stream,43.28678,-106.89985
WYDEQ_WATERSHED-WB0508,Wyoming,BADWATER CREEK - BELOW BRIDGER CREEK  Also known as Site 6,Stream,43.287363,-106.89985
WYDEQ_WATERSHED-WB0509,Wyoming,BADWATER CREEK - BELOW SCHOENING CREEK  Also known as Site 5,Stream,43.27594,-106.89985
WYDEQ_WATERSHED-WB0510,Wyoming,BADWATER CREEK - BELOW DRY CREEK  Also known as Site 3,Stream,43.26871,-106.89985
WYDEQ_WATERSHED-WB0511,Wyoming,BADWATER CREEK - BELOW HOODOO CREEK  Also known as Site 2,Stream,43.2746,-106.89985
WYDEQ_WATERSHED-WB0512,Wyoming,BADWATER CREEK - NEAR BONNEVILLE ROAD  Also known as Site 1,Stream,43.26674,-106.89985
