OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SM-NMCR,South Meadow Creek at North Meadow Creek Road crossing,River/Stream,South Meadow Creek at North Meadow Creek Road crossing,10020007,,,,,45.4468800000,-111.7622800000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SM-WEIR,South Meadow Creek at Weir,River/Stream,South Meadow Creek at Weir,10020007,,,,,45.4508500000,-111.8207100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SOMERS,Somers,Lake,Somers,17010208,,,,,48.0774020000,-114.2327240000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP,Salish Point,Lake,Salish Point,17010208,,,,,47.6974770000,-114.1611000000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-1,Little Bitterroot Lake at Slaughter House Bay,Lake,,17010212,,,,,48.1173000000,-114.7042000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-10,Little Bitterroot Lake at Northwest Bay,Lake,,17010212,,,,,48.1378000000,-114.7317000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-2,Little Bitterroot Lake at Herrig Creek Bay,Lake,,17010212,,,,,48.1371000000,-114.7162000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-3,Little Bitterroot Lake at Lock Bay,Lake,,17010212,,,,,48.1201000000,-114.7384000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-4,Little Bitterroot Lake southwest,Lake,,17010212,,,,,48.0988000000,-114.7188000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-5,Little Bitterroot Lake Center,Lake,,17010212,,,,,48.1146000000,-114.7156000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-6,Little Bitterroot Lake southeast,Lake,,17010212,,,,,48.0967000000,-114.6912000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-7,Herrig Creek at mouth,River/Stream,,17010212,,,,,48.1392000000,-114.7127000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SP-9,Little Bitterroot River at mouth,River/Stream,,17010212,,,,,48.0924000000,-114.6981000000,,,,GPS-Unspecified,NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SPREADC,Spread Creek,River/Stream,Large tributary that flows into main-stem Yaak River,17010103,,,,,48.8227000000,-115.8512100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SR-6205000,Stillwater River at USGS Station 06205000,River/Stream,,10070005,,,,,45.5367420000,-109.4220560000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,30,095,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SRF-1,Stillwater River at Firemans Point FAS,River/Stream,,10070005,,,,,45.6234600000,-109.2891290000,,,,Interpolation-Digital Map Source (Tiger),WGS84,,,,,,,US,30,095,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SRJB-1,Stillwater River near Johnson Bridge,River/Stream,,10070005,,,,,45.5285430000,-109.4683680000,,,,Interpolation-Digital Map Source (Tiger),WGS84,,,,,,,US,30,095,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SRM-1,Stillwater River at Moraine FAS,River/Stream,,10070005,,,,,45.4609320000,-109.7570400000,,,,Interpolation-Digital Map Source (Tiger),WGS84,,,,,,,US,30,095,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SWP,Swamp Creek,River/Stream,Swamp CreekatCottonwood Lakes Rd,17010203,,,,,47.1887100000,-113.4234400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,077,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-TC-VARNEY,Trail Creek at Varney Road,River/Stream,immediately upstream of Varney Road crossing,10020007,,,,,45.2848320000,-111.7683130000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-TOM1,Tom Miner Creek near mouth,River/Stream,Tom Miner Creek near mouth,10070002,,,,,45.1990000000,-110.9110000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-TRL,Trail Creek,River/Stream,Trail Creek upstream Blind Canyon Creek,17010203,,,,,47.1906400000,-113.4314100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,077,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-UCL,Clearwater River at Boy Scout Rd,River/Stream,Clearwater R. upstream Seeley Lake,17010203,,,,,47.2357000000,-113.5380500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-UHL,Uhler Creek,River/Stream,Uhler Creek at Westside Road,17010203,,,,,47.2938600000,-113.5820400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-UPYAAKR,Upper Ford Yaak River,River/Stream,Upper reach of the main-stem Yaak River,17010103,,,,,48.9085500000,-115.6620100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-VOLUNTEERPK,Volunteer Park,Lake,Volunteer Park,17010208,,,,,48.0197490000,-114.2226950000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-VP,Volunteer Park,Lake,Volunteer Park,17010208,,,,,48.0197490000,-114.2226950000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WAYFARERS,Wayfarers State Park,Lake,Wayfarers State Park,17010208,,,,,48.0546380000,-114.0834300000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WB,Woods Bay,Lake,Woods Bay,17010208,,,,,47.9944080000,-114.0625060000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WC-ROAD,Wigwam Creek near Gravelly Rng Rd,River/Stream,immediately upstream of Gravelly Range Road crossing,10020007,,,,,45.2084140000,-111.7614910000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WESTSHORE,West Shore State Park,Lake,West Shore State Park,17010208,,,,,47.9481150000,-114.1842690000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WF,Wayfarers State Park,Lake,Wayfarers State Park,17010208,,,,,48.0546380000,-114.0834300000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WFC,"Clearwater River, West Fork",River/Stream,West Fork Clearwater R. at USFS Rd 463,17010203,,,,,47.2522700000,-113.5835100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WF-CAMP,West Fork Madison at Campground,River/Stream,Access via campground off of Sundance Bench Road; 600m upstream of Madison River confluence,10020007,,,,,44.8833020000,-111.5804130000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WFORK-CAMP,West Fork Madison at Campground,River/Stream,Access via campground off of Sundance Bench Road; 600m upstream of Madison River confluence,10020007,,,,,44.8833020000,-111.5804130000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WF-RC,W Fork Rock Creek,River/Stream,Bridge on highway 212,10070006,,,,,45.1576000000,-109.2688000000,,,,Interpolation-Digital Map Source (Tiger),NAD83,,,,,,,US,30,009,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WF-RC-SR,W Fork Rock Creek Silver Run Bridge,River/Stream,Downstream of Silver Run Trailhead Bridge,10070006,,,,,45.1502800000,-109.3406200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,009,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WFYAAKR,West Fork Yaak River,River/Stream,Major 'fork' of the Yaak River,17010103,,,,,48.9337800000,-115.6741500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WIG-GRRD,Wigwam Creek near Gravelly Rng Rd,River/Stream,immediately upstream of Gravelly Range Road crossing,10020007,,,,,45.2084140000,-111.7614910000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WOLFPOINT,Wolf Point,Lake,Wolf Point,17010208,,,,,47.7559880000,-114.1543360000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WOODSBAY,Woods Bay,Lake,Woods Bay,17010208,,,,,47.9944080000,-114.0625060000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WP,Wolf Point,Lake,Wolf Point,17010208,,,,,47.7559880000,-114.1543360000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WRBC-L,"West Rosebud Cr below Fishtail, MT, at Lanen Ranch bridge",River/Stream,,10070005,,,,,45.4669260000,-109.4914080000,,,,Interpolation-Digital Map Source (Tiger),WGS84,,,,,,,US,30,095,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WS,Wise River - near confluence with Big Hole,River/Stream,Chosen as primary tributary site. Largest tributary of the Big Hole,10020004,,,,,45.7974010000,-112.9498160000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,001,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-WSH,West Shore State Park,Lake,West Shore State Park,17010208,,,,,47.9481150000,-114.1842690000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YB,Yellow Bay,Lake,Yellow Bay,17010208,,,,,47.8752120000,-114.0290450000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL1,Yellowstone River by Gardiner Airport,River/Stream,Yellowstone River by Gardiner Airport,10070001,,,,,45.0450000000,-110.7380000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL2,Yellowstone River at Corwin Springs Fishing Access,River/Stream,Yellowstone River at Corwin Springs Fishing Access,10070002,,,,,45.1070000000,-110.7900000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL3,Yellowstone River downstream Tom Miner confluence,River/Stream,Yellowstone River downstream Tom Miner confluence,10070002,,,,,45.2050000000,-110.9020000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL4,Yellowstone River at Reedfly Farm,River/Stream,Yellowstone River at Reedfly Farm,10070002,,,,,45.3280000000,-110.7730000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL5,Yellowstone River at Grey Owl Fishing Access,River/Stream,Yellowstone River at Grey Owl Fishing Access,10070002,,,,,45.3980000000,-110.7040000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL6,Yellowstone River at Dan Bailey/Paradise Fishing Access,River/Stream,Yellowstone River at Dan Bailey/Paradise Fishing Access,10070002,,,,,45.4210000000,-110.6370000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL7,Yellowstone River at Mallard's Rest Fishing Access,River/Stream,Yellowstone River at Mallard's Rest Fishing Access,10070002,,,,,45.4830000000,-110.6200000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL8,Yellowstone River at Pine Creek Fishing Access,River/Stream,Yellowstone River at Pine Creek Fishing Access,10070002,,,,,45.5120000000,-110.5830000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YEL9,Yellowstone River at Carter's Bridge Fishing Access,River/Stream,Yellowstone River at Carter's Bridge Fishing Access,10070002,,,,,45.5970000000,-110.5660000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YELLOWBAY,Yellow Bay,Lake,Yellow Bay,17010208,,,,,47.8752120000,-114.0290450000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YR_AI,Yellowstone River at Amelia Island FAS,River/Stream,,10100001,,,,,46.3140380000,-107.2396520000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,103,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YR_M298,Yellowstone River under Musselshell Trail Road Bridge,River/Stream,,10070007,,,,,46.1405820000,-107.5485640000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,111,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YR_M328,Yellowstone River at Bundy Bridge FAS,River/Stream,,10070007,,,,,45.9955000000,-108.0118100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,111,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YR_M349,Yellowstone River at Huntley Bridge upstream of Hwy 312,River/Stream,,10070007,,,,,45.9036700000,-108.3167380000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,111,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YR_M360,Yellowstone River at East Bridge FAS,River/Stream,,10070004,,,,,45.7972880000,-108.4692650000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,111,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YR_M374,Yellowstone River at Duck Creek FAS,River/Stream,,10070004,,,,,45.6869500000,-108.6443840000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,111,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-YR_M387,Yellowstone River at Buffalo Mirage FAS,River/Stream,,10070004,,,,,45.6094550000,-108.8423940000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,009,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-ABBOT,Abbot Lake at deep site,Lake,"located four miles north of Bigfork, Montana. Some previous data has been uploaded as ABBOT01.",17010208,,,,,48.1177200000,-114.0518300000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-ASHLEY-E,Ashley Lake at east deep site,Lake,located in Flathead County in the Flathead National Forest of the Tally Lake ranger district. Some previous data has been uploaded as ASHLEYEAST01.,17010208,,,,,48.2130300000,-114.5973700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-ASHLEY-W,Ashley Lake at west deep site,Lake,located in Flathead County in the Flathead National Forest of the Tally Lake ranger district. Some previous data has been uploaded as ASHLEYWEST01.,17010208,,,,,48.2026100000,-114.6209100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BAILEY,Bailey Lake at deep site,Lake,located seven miles north of Columbia Falls in Flathead County in the Glacier View ranger district. Some previous data has been uploaded as BAILEY01.,17010208,,,,,48.4711400000,-114.1304600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BEAV-CRK-RR,Beaver Creek at railroad,River/Stream,Beaver Creek near railroad before it enters Whitefish Lake,17010210,,,,,48.4381700000,-114.3902300000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BEAVER,Beaver Lake at deep site,Lake,located in Flathead County northwest of Whitefish on northern edge of Lion Mountain. Some previous data has been uploaded as BEAVER01.,17010210,,,,,48.4330900000,-114.4213200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BEAVERCR_MOUTH,Near Mouth of Beaver Creek,River/Stream,,10020008,,,,,45.2261700000,-111.2500920000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,031,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BH-1,BROADWATER_HYDROELECTRIC_1,River/Stream,Missouri River approximately 3.5 miles upstream of Toston Dam on right bank,10030101,,,,,46.1065300000,-111.4165900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,007,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BH-2,BROADWATER_HYDROELECTRIC_2,River/Stream,Missouri River lower Reservoir 250 feet upstream of Toston Damn on left bank,10030101,,,,,46.1211700000,-111.4090100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,007,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BH-3,BROADWATER_HYDROELECTRIC_3,River/Stream,Missouri River 250 feet downstream of Toston Dam on left bank,10030101,,,,,46.1197300000,-111.4066200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,007,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BH-4,BROADWATER_HYDROELECTRIC_4,River/Stream,Missouri River 0.5 miles downstream of Toston Dam on left bank,10030101,,,,,46.1212800000,-111.3987700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,007,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BIG-THERR,Big Therriault Lake at deep site,Lake,located in Lincoln County in the Kootenai National Forest of the Fortine ranger district. Some previous data has been uploaded as BIGTHERRIAULT01.,17010106,,,,,48.9325400000,-114.8766100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,053,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BITR-C05BITRR24,Bitterroot River at Bell Crossing,River/Stream,,17010205,,,,,46.4436000000,-114.1263000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BITR-C05BITTR03,Bitteroot River at Main St Hamilton Bridge,River/Stream,,17010205,,,,,46.2469300000,-114.1760000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BITR-C05BITTR06,Bitterroot River at Hannon Fishing Access,River/Stream,,17010205,,,,,45.9735000000,-114.1409600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BKRCDNRC,Baker Creek above Amsterdam Road,River/Stream,Baker Creek above Amsterdam Road at DNRC property.,10020008,,,,,45.7727090000,-111.2540770000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,031,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BLAINE,Lake Blaine at deep site,Lake,"located in Flathead County 10 miles east of Evergreen, MT. Some previous data has been uploaded as BLAINE01.",17010208,,,,,48.2451900000,-114.1194800000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BLANCH,Blanchard Lake at deep site,Lake,located in Flathead County three miles west of Whitefish . Some previous data has been uploaded as BLANCHARD01.,17010210,,,,,48.3835800000,-114.3653500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BLANK,BROADWATER_HYDROELECTRIC_4,River/Stream,Field Blank,10030101,,,,,46.1212800000,-111.3987700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,007,,,,,,,,,,STORET
MTWTRSHD_WQX,Montana Watershed,MTWTRSHD_WQX-BOOTJACK,Bootjack Lake at deep site,Lake,located in Flathead County ten miles west of Whitefish. Some previous data has been uploaded as BOOTJACK01.,17010210,,,,,48.4236200000,-114.4945400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,029,,,,,,,,,,STORET
